Polyglot,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIFFICULTY_EXPERT_PLUS,,Expert+,Expert+,Expert+,Experte+,Esperto+,Perito+,,Эксперт+,,,,,Expert+,Expert+,,,Expert+,专家+,專家+,Expert+,,Profi+,Expert+,,,מומחה+,,,,
DIFFICULTY_EXPERT_PLUS_SHORT,,X+,X+,X+,X+,X+,P+,,Э+,,,,,X+,X+,,,X+,专+,X+,X+,,P+,X+,,,מ+,,,,
DIFFICULTY_UNKNOWN,,Unknown,Inconnu,Unknown,Unbekannt,Sconosciuto,Desconhecido,,Неизвестно,,,,,Okänd,Onbekend,,,Unknown,未知,未知,Unknown,,Ismeretlen,Necunoscut,,,לא ידוע,,,,
DIFFICULTY_UNKNOWN_SHORT,,/,/,/,/,/,/,,/,,,,,/,/,,,/,/,/,/,,/,/,,,/,,,,
STAGE_LOCK_HINT,,To continue up you need to finish some levels before this barrier.,"Pour progresser, vous devez terminer plus de niveaux sous cette barrière.","Para continuar, necesitas terminar algunos niveles antes de esta barrera.","Um fortzufahren, musst du ein paar Level vor dieser Barriere beenden.",Per andare avanti devi completare alcuni livelli prima di questa barriera.,"Para continuar, você precisa terminar alguns níveis antes desta barreira.",,Для продолжения необходимо завершить некоторые уровни перед этим барьером.,,,,,För att fortsätta måste du klara några nivåer innan den här barriären.,"Om door te kunnen gaan, moet je enkele levels voor deze barrière voltooien.",,,この先に進むには、手前のステージをクリアする必要があります,您需要完成其他关卡来继续进行游戏。,你需要完成其他關卡來繼續進行遊戲。,이상 계속하려면 이 장벽 전의 레벨을 완료해야 합니다.,,A továbbjutáshoz be kell fejezned néhány alábbi szintet.,Pentru a continua trebuie să terminați câteva nivele dinaintea aceastei bariere.,,,כדי להמשך עליכם לסיים כמה שלבים לפני המחסום הזה.,,,,
CAMPAIGN_MISSION,,Mission,Mission,Misión,Mission,Missione,Missão,,Миссия,,,,,Uppdrag,Missie,,,ミッション,任务,任務,미션,,Küldetés,Misiune,,,משימה,,,,
CAMPAIGN_SONG,,"Song
<color=#ffffff88>{0}</color>","Chanson
<color=#ffffff88>{0}</color>","Canción
<color=#ffffff88>{0}</color>","Song
<color=#ffffff88>{0}</color>","Brano
<color=#ffffff88>{0}</color>","Música
<color=#ffffff88>{0}</color>",,"Песня
<color=#ffffff88>{0}</color>",,,,,"Låt
<color=#ffffff88>{0}</color>","Liedje
<color=#ffffff88>{0}</color>",,,"曲
<color=#ffffff88>{0}</color>","歌曲
<color=#ffffff88>{0}</color>","歌曲
<color=#ffffff88>{0}</color>",곡<color=#ffffff88>{0}</color>,,"Dal
<color=#ffffff88>{0}</color>","Melodia
<color=#ffffff88>{0}</color>",,,"שיר
<color=#ffffff88>{0}</color>",,,,
CAMPAIGN_DIFFICULTY,,"Difficulty
<color=#ffffff88>{0}</color>","Difficulté
<color=#ffffff88>{0}</color>","Dificultad
<color=#ffffff88>{0}</color>","Schwierigkeitsgrad
<color=#ffffff88>{0}</color>","Difficoltà
<color=#ffffff88>{0}</color>","Dificuldade
<color=#ffffff88>{0}</color>",,"Сложность
<color=#ffffff88>{0}</color>",,,,,"Svårighet
<color=#ffffff88>{0}</color>","Moeilijkheidsgraad
<color=#ffffff88>{0}</color>",,,"難易度
<color=#ffffff88>{0}</color>","难度
<color=#ffffff88>{0}</color>","難度
<color=#ffffff88>{0}</color>","난이도
<color=#ffffff88>{0}</color>",,"Nehézség
<color=#ffffff88>{0}</color>","Dificultate
<color=#ffffff88>{0}</color>",,,"רמת קושי
<color=#ffffff88>{0}</color>",,,,
CAMPAIGN_TYPE,,"Type
<color=#ffffff88>{0}</color>","Type
<color=#ffffff88>{0}</color>","Tipo
<color=#ffffff88>{0}</color>","Typ
<color=#ffffff88>{0}</color>","Tipo
<color=#ffffff88>{0}</color>","Tipo
<color=#ffffff88>{0}</color>",,"Тип
<color=#ffffff88>{0}</color>",,,,,"Typ
<color=#ffffff88>{0}</color>","Type
<color=#ffffff88>{0}</color>",,,"タイプ
<color=#ffffff88>{0}</color>","类型
<color=#ffffff88>{0}</color>","類型
<color=#ffffff88>{0}</color>","유형
<color=#ffffff88>{0}</color>",,"Típus
<color=#ffffff88>{0}</color>","Tip
<color=#ffffff88>{0}</color>",,,"סוג
<color=#ffffff88>{0}</color>",,,,
CAMPAIGN_MISSION_COMPLETE,,Mission Complete,Mission complétée,Misión Completada,Mission abgeschlossen,Missione completata,Missão Concluída,,Миссия завершена,,,,,Uppdrag klarad,Missie geslaagd,,,Mission Complete,任务完成,任務完成,미션 완료,,Küldetés teljesítve,Misiune Completată,,,המשימה הושלמה,,,,
CAMPAIGN_MISSION_FAILED,,Mission Failed,Mission échouée,Misión Fallida,Mission fehlgeschlagen,Missione Fallita,Missão Falhou,,Миссия провалена,,,,,Uppdrag misslyckad,Missie gefaald,,,Mission Failed,任务失败,任務失敗,미션 실패,,Küldetés sikertelen,Misiune Eșuată,,,המשימה נכשלה,,,,
CAMPAIGN_MODIFIERS,,Modifiers,Modificateurs,Modificadores,Modifikatoren,Modificatori,Modificadores,,Модификаторы,,,,,Modifierare,Modifiers,Modyfikatory,,ルール変更,修改项,遊戲修改器,모디파이어,,Módosítók,Modificatori,,,שינויים,المعدلات,,,
CAMPAIGN_OBJECTIVES,,Objectives,Objectifs,Objetivos,Ziele,Obiettivi,Objetivos,,Задачи,,,,,Mål,Doelstellingen,,,目標,目标,目標,목표,,Célok,Obiective,,,מטרות,,,,
CAMPAIGN_CHARACTERISTIC,,characteristic,caractéristique,característica,Eigenschaften,caratteristiche,característica,,характеристика,,,,,Egenskaper,karakteristiek,,,特徴,类型,類型,특징,,jellegzetesség,caracteristică,,,מאפיין,,,,
CAMPAIGN_FINISH_LEVEL,,"Finish
Level","Terminer
le niveau","Finalizar
Nivel","Level
beenden","Termina
Livello","Concluir
Nível",,"Завершить
уровень",,,,,Klara nivån,"Voltooi
level",,,"Finish
Stage","完成
关卡","完成
關卡","레벨
완료하기",,"Pálya
befejezése","Termină
Nivel",,,"שלב
הושלם",,,,
LEVEL_NO_ARROWS,,No Arrows,Pas de flèches,Sin Flechas,Keine Pfeile,Nessuna freccia,Sem Flechas,,Без стрелок,,,,,Inga pilar,Geen pijlen,,,ノーアロー,无箭头,無箭頭,화살표 없음,,Nyilak nélkül,Fără Săgeți,,,בלי חיצים,,,,
LEVEL_NO_ARROWS_HINT,,No Arrows,Pas de flèches,Sin Flechas,Keine Pfeile,Nessuna freccia,Sem Flechas,,Без стрелок,,,,,Inga pilar,Geen pijlen,,,ノーアロー,方块上没有箭头,無箭頭,화살표 없음,,Nyilak nélkül,Fără Săgeți,,,בלי חיצים,,,,
LEVEL_ONE_SABER,,One Saber,Un sabre,Un Sable,Ein Säbel,Una Spada,Um Sabre,,Один меч,,,,,En saber,Enkele saber,,,ワンセイバー,单手剑,單手劍,한손모드,,Egykezes,O spadă,,,חרב אחת,,,,
LEVEL_ONE_SABER_HINT,,One Saber,Un sabre,Un Sable,Ein Säbel,Una Spada,Um Sabre,,Один меч,,,,,En saber,Enkele saber,,,ワンセイバー,只使用一把光剑,單手劍,세이버 하나로만 플레이합니다,,Egykezes,O spadă,,,חרב אחת,,,,
LEVEL_STANDARD,,Standard,Standard,Estándar,Standard,Standard,Padrão,,Обычный,,,,,Standard,Standaard,,,スタンダード,普通模式,標準模式,표준,,Általános,Standard,,,רגיל,,,,
LEVEL_STANDARD_HINT,,Standard,Standard,Estándar,Standard,Standard,Padrão,,Обычный,,,,,Standard,Standaard,,,スタンダード,普通模式,標準模式,표준,,Általános,Standard,,,רגיל,,,,
PROMPT_INFORMATION,,Information,Information,Información,Information,Informazione,Informação,,Информация,,,,,Information,Informatie,,,情報,提示,訊息,정보,,Információ,Informație,,,מידע,,,,
PROMPT_HAVENT_PLAYED_YET,,It looks like you haven't played Beat Saber yet. Would you like to play tutorial first?,Il semblerait que vous n'avez pas encore joué à Beat Saber. Voulez-vous commencer par le didacticiel ?,Parece que aún no has jugado Beat Saber. ¿Te gustaría jugar primero el tutorial?,"Es sieht so aus, als hättest du Beat Saber noch nicht gespielt. Möchtest du zuerst das Tutorial spielen?",Sembra che tu non abbia mai giocato a Beat Saber. Vuoi prima giocare al tutorial?,Parece que você nunca jogou Beat Saber. Gostaria de reproduzir o tutorial primeiro?,,"Похоже, вы еще не играли в Beat Saber. Не хотите сперва пройти обучение?",,,,,Det verkar som du inte har spelat Beat Saber förut. Vill du spela en tutorial först?,Het lijkt erop dat je nog nooit Beat Saber hebt gespeeld. Wil je eerst de tutorial spelen?,,,Beat Saberを始めてプレイするようだね。チュートリアルを先にプレイするかい？,看起来您还没有游玩过节奏光剑。是否开始新手教程？,"你看起來沒玩過節奏光劍, 是否開始新手教學?",Beat Saber를 처음 플레이하시는 것 같습니다. 먼저 튜토리얼을 플레이하시겠습니까?,,"Úgy tűnik, még nem játszottál a Beat Saber-rel. Szeretnél először megismerkedni az alapokkal?",Se pare că nu ai mai jucat Beat Saber. Vrei să joci mai întâi tutorialul?,,,זה נראה שאתם לא שחקתם ביט סייבר מקודם. האם תרצו לשחק את ההדרכה?,,,,
PROMPT_YES,,Yes,Oui,Sí,Ja,Sì,Sim,,Да,,,,,Ja,Ja,,,はい,是,是,네,,Igen,Da,,,כן,,,,
PROMPT_NO,,No,Non,No,Nein,No,Não,,Нет,,,,,Nej,Nee,,,いいえ,否,否,아니요,,Nem,Nu,,,לא,,,,
RESULTS_LEVEL_FAILED,,Level Failed,Niveau échoué,Nivel fallido,Level fehlgeschlagen,Livello Fallito,Nível Falhou,,Уровень не пройден,,,,,Nivå misslyckad,Level gefaald,,,Stage Failed,关卡失败,關卡失敗,레벨 실패,,Pálya sikertelen,Nivel Eșuat,,,שלב נכשל,,,,
OBJECTIVE_BAD_CUTS,,Bad Cuts,Mauvais coups,Malos Cortes,Schlechte Schläge,Tagli Errati,Cortes Ruins,,Плохие разрезы,,,,,Dåliga skärningar,Slechte Cuts,Złe Cięcia,,Bad Cuts,错误挥砍,不良揮砍,배드 컷,,Helytelen vágás,Tăieturi proaste,,,חיתוכים מעפנים,,,,
OBJECTIVE_COMBO,,Combo,Combo,Combo,Kombo,Combo,Combo,,Комбо,,,,,Kombo,Combo,,,Combo,连击数,連擊數,Combo,,Kombó,Combo,,,רצף,,,,
OBJECTIVE_FULL_COMBO,,Full Combo,Combo complet,Combo completo,Volle Kombo,Full Combo,Combo Completo,,Полное комбо,,,,,Full combo,Volledige Combo,Pełne Kombo,,Full Combo,全连,全接,풀 Combo,,Teljes kombó,Combo complet,,,ללא פספוסים,,,,
OBJECTIVE_HANDS_MOVEMENT,,Hands Movement,Mouvement des mains,Movimiento de Manos,Händebewegung,Movimento Mani,Movimento das Mãos,,Движение рук,,,,,Handmotion,Beweeg handen,,,手の動き,手部挥动距离,手部移動,손 움직임,,Kézmozgás,Mișcarea Mâinilor,,,תזוזת הידיים,,,,
OBJECTIVE_MISS,,Miss,Raté,Miss,Verfehlt,Mancato,Perdido,,Промахи,,,,,Missad,Gemist,,,Miss,遗漏,Miss,Miss,,Kihagyás,Ratare,,,פספוס,,,,
OBJECTIVE_SCORE,,Score,Score,Puntuación,Punkte,Punteggio,Pontuação,,Счёт,,,,,Pöang,Score,,,Score,分数,分數,스코어,,Pontszám,Scor,,,תוצאה,,,,
MISSION_NEW_OBJECTIVE_TITLE,,New Objective,Nouvel objectif,Nuevo Objetivo,Neues Ziel,Nuovo obiettivo,Novo Objetivo,,Новая задача,,,,,Ny Mål,Nieuw doel,,,新しい目標,新目标,新目標,새 목표,,Új cél,Obiectiv Nou,,,משימה חדשה,,,,
MISSION_HELP_MIN_SCORE_TITLE,,In this mission your score must be higher than the specified minimum.,"Dans cette mission, votre score doit être supérieur au minimum indiqué.","En esta misión, tu puntuación debe ser mayor al mínimo especificado.",In dieser Mission müssen deine Punkte höher als das angegebene Minimum sein.,In questa missione il tuo punteggio deve essere superiore al minimo specificato.,"Nesta missão, sua pontuação deve ser maior do que o mínimo especificado.",,"В этой миссии ваш счёт должен быть выше, чем указанный минимум.",,,,,I detta uppdrag måste dina poäng vara högre än det angivna minimum.,In deze missie moet je hoger scoren dan de minimum score.,,,このミッションは、指定されている値よりも高いスコアを獲得する必要があります。,该任务要求您的分数超过最低规定分数,在這任務你的分數必須達到最低分數,이 미션에서는 정해진 최소 점수보다 높은 점수를 획득해야 합니다.,,Ebben a küldetésben a pontszámodnak meg kell haladnia a megadott minimum határt.,"În această misiune, scorul tău trebuie să fie mai mare decât minimul specificat.",,,במשימה הזאת אתם תצטרכו להשיג תוצאה גבוה יותר מהמינימום המודגש.,,,,
MISSION_HELP_MAX_BAD_CUTS_TITLE,,In this mission you can make only limited amount of mistakes (<color=#ffffff88>BAD CUTS</color> and <color=#ffffff88>MISSED</color> notes),"Pour cette mission, vous ne pouvez faire qu'un nombre limité d'erreurs (<color=#ffffff88>MAUVAISES COUPES</color> et notes <color=#ffffff88>RATÉES</color>)","En esta misión, solamente puedes cometer un número limitado de errores (<color=#ffffff88>MALOS CORTES</color> y notas <color=#ffffff88>FALLIDAS</color>)",In dieser Mission kannst du nur eine begrenzte Anzahl von Fehlern machen (<color=#ffffff88>SCHLECHTE SCHLÄGE</color> und <color=#ffffff88>VERFEHLTE</color> Noten),In questa missione puoi fare solo una quantità limitata di errori (<color=#ffffff88>BAD CUTS</color> e <color=#ffffff88>MISSED</color> note),"Nesta missão, você só pode cometer uma quantidade limitada de erros (notas<color=#ffffff88>CORTES RUINS</color> e <color=#ffffff88>PERDAS</color>)",,В этой миссии вы можете сделать лишь ограниченное количество ошибок (<color=#ffffff88>ПЛОХИЕ РАЗРЕЗЫ</color> и <color=#ffffff88>ПРОПУЩЕНО</color> нот),,,,,I detta uppdrag kan du bara göra ett begränsad antal misstag (<color=#ffffff88>BAD CUTS</color> och <color=#ffffff88>MISSED</color> notes),Bij deze missie kan je slechts een beperkte aantal fouten maken (<color=#ffffff88>SLECHTE CUTS</color> en <color=#ffffff88>GEMISTE</color> noten),,,"このミッションでは、ミス（<color=#ffffff88>悪いカット</color>と<color=#ffffff88>ミス</color>した音符）の数に上限があります。
",该任务要求您只能出现一定数量的失误(<color=#ffffff88>错误挥砍</color>和<color=#ffffff88>遗漏</color> 音符),在這任務你只能失誤指定數量(<color=#ffffff88>不好揮砍</color> 和 <color=#ffffff88>失誤</color> 音符),이 미션에서는 정해진 횟수 이상 실수(<color=#ffffff88>배드 컷</color> 및 <color=#ffffff88>미스</color>)를 하면 안 됩니다,,Ebben a küldetésben csak korlátozott mennyiségű hibát (<color=#ffffff88>HELYTELEN VÁGÁS</color> és <color=#ffffff88>KIHAGYOTT</color> hangjegyek) követhetsz el,În această misiune poți face doar un număr limitată de greșeli (<color=#ffffff88>TĂIETURI GREȘITE</color> și <color=#ffffff88>NOTE RATATE</color>),,,במשימה הזאת יש לכם כמות מוקבלת של טעויות (<color=#ffffff88>חיתוכים מעפנים</color>על קוביות ו<color=#ffffff88>פספוס</color> קוביות),,,,
MISSION_HELP_MIN_COMBO_TITLE,,In this mission you must reach specified <color=#ffffff88>combo</color> number.,"Dans cette mission, vous devez atteindre le <color=#ffffff88>combo</color> spécifié.",En esta misión debes alcanzar un número específico de <color=#ffffff88>combos</color>.,In dieser Mission musst du die angegebene <color=#ffffff88>Kombo</color>-Anzahl erreichen.,In questa missione è necessario raggiungere il numero <color=#ffffff88>combo</color> specificato.,Nessa missão você deve alcançar o número específico de <color=#ffffff88>combo</color>.,,В этой миссии вы должны достичь определенного <color=#ffffff88>комбо</color>.,,,,,I detta uppdrag måste du nå ett specificerat antal <color=#ffffff88>combo</color>.,In deze missie moet je de aangegeven <color=#ffffff88>combo</color> behalen.,,,このミッションでは決まった<color=#ffffff88>combo</color>数に到達する必要があります。,该任务要求你达到一定的<color=#ffffff88>连击数</color>。,在這任務你必須達到指定的<color=#ffffff88>連擊數</color>,이번 미션에서는 지정된 횟수의 <color=#ffffff88>Combo</color>를 수행해야 합니다.,,Ebben a küldetésben el kell érned a megadott <color=#ffffff88>kombót</color>.,În această misiune trebuie să ajungi la numărul de <color=#ffffff88>combo</color> specificat.,,,במשימה הזאת אתם צריכים להגיע למספר ה<color=#ffffff88>רצף</color> המודגש.,,,,
